name,official_url,primary_category,secondary_category,pricing_model,platform,short_description,open_source,api_available,last_verified
Avalara,https://www.avalara.com/us/en/index.html,Business and finance,Automation and agents,Paid,Web; API,"Cloud-based tax compliance software that automates sales tax calculation, exemption certificate management, and tax filing to help businesses stay compliant across multiple jurisdictions.",false,true,2026-08-18
Avanty,https://avanty.app/,Productivity and workflow,Data and analytics,Freemium,Web; Browser Extension,"Writing assistant that helps users generate, edit, and optimize English content efficiently through a web platform and Chrome extension.",false,false,2026-08-18
Avatoon,https://avatoon.me/,Marketing and advertising,Image generation and editing,Freemium,Web; iOS; Android,"Avatar generator that creates personalized cartoon avatars from photos or manual customization, available on web and mobile platforms.",false,false,2026-08-18
awesome claude prompts,https://awesomeclaudeprompts.com/,Developer infrastructure and models,Productivity and workflow,Free,Web,Free online resource offering curated prompt templates to improve and inspire conversations with Claude AI.,false,false,2026-08-18
Awesome Prompts,https://awesomeprompts.cc/,Productivity and workflow,Writing and content,Free,Web,Free web-based library offering a wide range of categorized AI prompts to help users generate creative content and improve productivity with AI chatbots.,false,false,2026-08-18
Axonify,https://axonify.com/,Customer support,,Paid,Web,"Employee training platform that delivers personalized microlearning and gamified experiences to improve workforce knowledge, engagement, and compliance.",false,false,2026-08-18
Ayoa,https://www.ayoa.com/,Productivity and workflow,Marketing and advertising,Freemium,Web; iOS; Android,"Collaborative software combining mind mapping, task management, and AI-powered brainstorming to help teams organize ideas and manage projects efficiently.",false,false,2026-08-18
AZLyrics,https://b.azlyrics.com/?u=/,Marketing and advertising,"Audio, music, and voice",Free,Web,Free online platform providing a large searchable database of song lyrics organized by artist and album.,false,false,2026-08-18
Azna AI,https://aznaai.com/,Productivity and workflow,Data and analytics,Freemium,Web,"Writing assistant that helps users generate various types of written content such as articles, marketing copy, and creative writing through an easy-to-use web platform with multiple templates and editing tools.",false,false,2026-08-18
Backlsh - Time Tracking,https://backlsh.com/,Productivity and workflow,,Freemium,Web; Browser Extension,"Time tracking software that helps freelancers and teams track work hours, manage projects, and generate reports for billing and productivity.",false,false,2026-08-18
Backmesh,https://backmesh.com/,Developer infrastructure and models,Automation and agents,Paid,Web,"Platform that helps enterprises integrate multiple data sources, automate workflows, and deploy AI models to improve operational efficiency.",false,false,2026-08-18
Backtrack 2.0,https://usebacktrack.com/,Productivity and workflow,"Audio, music, and voice",Paid; Free Trial,Web,AI-driven platform that transcribes and analyzes interviews by converting audio into searchable text with speaker identification and keyword tagging.,false,false,2026-08-18
Ballotpedia,https://ballotpedia.org/,Business and finance,Marketing and advertising,Free,Web,"Free, nonpartisan digital encyclopedia providing detailed information on American elections, candidates, and government officials to help voters make informed decisions.",false,false,2026-08-18
Bamble AI CV Creator,https://bamble.io/,Presentations and documents,,Freemium,Web,Online platform that uses artificial intelligence to help users build professional resumes quickly by providing tailored templates and content optimization.,false,false,2026-08-18
BambooHR,https://www.bamboohr.com/,Business and finance,Productivity and workflow,Paid; Free Trial,Web,"Cloud-based human resources software designed to help small and medium businesses manage employee data, recruitment, performance, and time-off tracking efficiently.",false,false,2026-08-18
Bandzoogle,https://bandzoogle.com/,Marketing and advertising,"Audio, music, and voice",Paid; Free Trial,Web,"Website builder designed specifically for musicians to create professional sites with integrated ecommerce for selling music, merchandise, and tickets, plus marketing tools to engage fans.",false,false,2026-08-18
Bank Statement Convert,https://bankstatementconvert.com/,Business and finance,Presentations and documents,Freemium,Web,"Online tool that converts bank statements from PDFs or images into editable Excel spreadsheets or standardized PDFs, helping users manage financial data efficiently.",false,false,2026-08-18
Bank Statement Converter,https://bankstatementconverter.org/,Business and finance,Presentations and documents,Freemium,Web,"Online tool that converts PDF bank statements into Excel and CSV formats, enabling easy data extraction and financial management.",false,false,2026-08-18
BannsAi,https://banns.ai/,Productivity and workflow,Marketing and advertising,Freemium,Web,"AI-driven writing assistant that generates high-quality content such as blog posts, marketing copy, and SEO-optimized articles through an easy-to-use web platform.",false,false,2026-08-18
Bard PDF,https://aibardpdf.com/,Presentations and documents,Writing and content,Freemium,Web,AI-driven web tool that summarizes PDFs and allows interactive Q&A to help users efficiently extract information from documents.,false,false,2026-08-18
Based,https://based.so/,Productivity and workflow,Coding and development,Freemium,Web,Writing assistant that helps users generate creative and professional content efficiently by providing AI-driven text completion and idea generation.,false,false,2026-08-18
Battlefy,https://battlefy.com/,Marketing and advertising,,Freemium,Web,"Esports tournament platform that enables organizers to create and manage competitive gaming events with automated brackets, player registration, and real-time score updates.",false,false,2026-08-18
Be.Live,https://be.live/,Marketing and advertising,Video,Freemium,Web,"Web-based platform that enables users to create interactive live streams with multiple guests, screen sharing, and direct social media integration for Facebook and YouTube.",false,false,2026-08-18
Beacon,https://beacon.com/,Marketing and advertising,Writing and content,Freemium,Web,Content generation platform that helps marketers create professional lead magnets and marketing materials quickly using customizable templates and AI assistance.,false,false,2026-08-18
Beam,https://www.getbeam.ai/,Productivity and workflow,"Audio, music, and voice",Freemium,Web; Browser Extension,"Writing assistant that integrates with your browser to provide real-time writing suggestions, grammar corrections, and creative prompts to help you write faster and better.",false,false,2026-08-18
